FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,B365H,B365D,B365A,PSH,PSD,PSA,WHH,WHD,WHA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AHh,B365AHH,B365AHA,PAHH,PAHA,MaxAHH,MaxAHA
4.0,-0.2662625645612174,3.820544541748723,-0.740771190616911,0.19269560694137486,0.06115033657362658,0.8174254392378815,0.3571791461129991,-0.47580641226719483,-0.5105422745466296,1.6809062329562385,-0.9699936488482683,-1.312273366015345,0.0942385328484154,-0.2349204928674698,-0.24886912380893828,-0.7976666303462214,3.3556724971419833,3.4082327322215247,-0.8389139061725416,3.20218993204403,3.59903392557131,-0.8415681625195829,4.135645051062879,3.7495528877391107,-0.8345896893162712,3.497882672858164,3.0136999757846983,-0.8343441960459468,3.3284398380723523,3.8197240067191713,-1.345985823943077,1.6777050057140568,-1.3641870341641247,1.6127398214328588,-2.1429681894656003,0.07471067466675012,-0.11572923398347527,0.05639485900661717,-0.05915656173471345,-0.22493709219939834,0.12500394936510825
0.0,2.960389696684859,-0.8289554918023397,0.5089533827297363,-1.5503163801523898,0.4451923043688698,-0.7052263207107509,2.0076460489896077,-1.3356156473162588,0.5887334337114288,-1.5077605869475177,-1.3242307182324151,0.23951333563336696,0.0942385328484154,-0.2349204928674698,-0.24886912380893828,3.9426126585707313,1.3495230767523851,-0.7194820826597331,4.060348925540754,1.4214179833689509,-0.7927878811690895,4.245010512235701,1.6067763566907722,-0.8417271015654773,3.8544831864670734,1.4389370907152506,-0.7828995205325227,4.594079569158492,1.4030736711519194,-0.7815641190275885,-1.1381281062135546,0.9817713568995423,-1.1026770378128243,1.012131341568827,2.1849699132659355,0.502680478150576,-0.5496004013882009,0.5593191613417513,-0.6001674643340721,0.2896764850404571,-0.7476402537483754
1.0,-0.2662625645612174,-0.8289554918023397,-0.740771190616911,-0.15590679047737807,-0.7069335990168598,-0.7052263207107509,-0.4680543053253051,-0.18920333391750685,2.2376469960985164,-0.8700272229667664,-0.2615195100799746,0.23951333563336696,-0.6649640295371337,-0.2349204928674698,-0.24886912380893828,-0.4373413465603044,-0.5640348319269238,-0.2042307170066604,-0.44056262920146066,-0.5612228501761781,-0.18294394890912005,-0.4621824602588297,-0.4885719900746872,-0.22714631559557177,-0.4382672905083721,-0.5527226880896594,-0.1859356926422628,-0.4322387319567292,-0.5222924957685137,-0.18544581933570062,0.5593765885775424,-0.6147823080278741,0.466382940294977,-0.5894912714019245,-0.24949526952055345,0.60967292902153,-0.6580681932393823,0.760488882275805,-0.8165718253738155,0.4955219159363993,-0.8567207791375608
3.0,-1.0729256298727363,-0.8289554918023397,-0.740771190616911,-0.6788103866055074,-0.13087064732399503,-0.3245633807235928,-0.4680543053253051,-1.3356156473162588,0.3139145066469142,-1.188893904957142,0.801191698072466,-1.312273366015345,-1.424166591922683,-0.2349204928674698,-0.24886912380893828,-0.14107389100299492,-0.7615633902422072,-0.4228798205125769,-0.13378635843062797,-0.7847205441394469,-0.4311362469218984,-0.148369595425861,-0.777585555145785,-0.4466394534419666,-0.13991222623725713,-0.7276657767684689,-0.4324093943090746,-0.11238211279485144,-0.7533364357989655,-0.4299474656937015,1.25223564767595,-1.0446236793544863,1.288271500256207,-1.0343864416715776,0.2914969933208885,-0.3532591288170758,0.3181419334212503,-0.34594458286149016,0.4818543408646451,-0.5337052385433116,0.12500394936510825
0.0,-1.0729256298727363,-0.8289554918023397,-0.740771190616911,-1.3760151814430133,-0.3228916312216166,-1.085889260697909,-0.4680543053253051,1.530415136180621,0.8635523607759434,0.08657282300436045,-0.9699936488482683,0.23951333563336696,-0.6649640295371337,-0.2349204928674698,3.776074374785244,0.02307429383281178,-0.7183540181107391,-0.48562260673601376,0.07225740551993104,-0.748672528984081,-0.5209582214408086,0.029613820449554008,-0.7414588595118979,-0.5447657974203548,0.08274080680088841,-0.6872942947656666,-0.527380912382525,0.0703930981547929,-0.6763217891221485,-0.5230909500205589,1.4254504124505512,-1.126498226273841,1.5124229257001789,-1.1011207172120256,0.5619931247416096,-1.1022062849137686,1.0774164763795178,-0.8488688851966243,1.0228652434640013,-1.1512415312311381,1.1067286778677747
0.0,1.3470635660618206,-0.8289554918023397,0.5089533827297363,-0.504509187896131,-1.2829965507097247,-0.7052263207107509,-0.4680543053253051,1.243812057830933,0.03909557958239964,-0.23229385898601515,-0.9699936488482683,-1.312273366015345,-0.6649640295371337,-0.2349204928674698,-0.24886912380893828,-0.4613630321460322,-0.656626343637213,-0.09015292387313882,-0.4726138813715476,-0.6477380865490562,-0.08130329353245853,-0.4856013307687528,-0.6330787726102363,-0.12385542719726836,-0.4649856544729496,-0.6401942324290641,-0.07965804146483016,-0.4550856333254348,-0.5993071424453311,-0.09230233500884305,1.3908074594956314,-1.0855609528141636,1.4377057838855216,-1.0788759586985428,-0.24949526952055345,-0.03228177620420635,-0.0072614421322938815,0.156979719473644,-0.05915656173471345,-0.12201437675142723,-0.09315710141326265
3.0,-0.2662625645612174,-0.8289554918023397,0.5089533827297363,2.981514786291398,-0.8989545829144814,0.8174254392378815,-0.055437579606153,0.670605901131557,-0.5105422745466296,2.637506278927365,-1.6784677876165621,-0.536380015190989,-1.424166591922683,-0.2349204928674698,-0.24886912380893828,-0.729605187853326,0.8557016809641765,1.3168065247736283,-0.7656539012123428,0.8806977560384613,1.3960318136864598,-0.7666277768878291,0.7036089658435914,1.4255078987772831,-0.7677937794048275,0.9746650476830248,1.4104903016400232,-0.756664731392348,1.0180004377678327,1.2582781877305904,-0.4799120000700683,0.2244317978955112,-0.4675813323882382,0.14458575954300298,-1.3314797952034374,0.1817031255377066,-0.22419702583465667,0.25756457994067083,-0.2755609227744569,0.08383105414451496,0.12500394936510825
0.0,-1.0729256298727363,-0.8289554918023397,-0.740771190616911,0.19269560694137486,-0.7069335990168598,-1.466552200685067,-0.8806710310444573,-2.1954248823653226,0.5887334337114288,1.9997729149466141,-0.6157565794641214,-1.312273366015345,0.0942385328484154,-0.2349204928674698,-0.24886912380893828,-0.34525821848168115,-0.7306995530054443,-0.26887479978232265,-0.3444088726911995,-0.741462925953008,-0.2656747149133795,-0.34508810770921444,-0.777585555145785,-0.27879175979472354,-0.3625652592754027,-0.707480035767068,-0.2402051315413773,-0.3408511264819069,-0.714829112460557,-0.2553034325808437,1.4254504124505512,-1.126498226273841,1.4750643547928495,-1.1011207172120256,0.021000861900167544,-0.5672440305589886,0.5350775171236131,-0.6476991642625707,0.914663062944132,-0.43078252309534054,0.5613260509218501
0.0,-0.2662625645612174,-0.8289554918023397,-0.740771190616911,-0.8531115853148838,-0.7069335990168598,-1.085889260697909,-0.8806710310444573,0.3840028227818691,-1.0601801286756587,-0.23229385898601515,-0.6157565794641214,-0.536380015190989,0.8534410952339645,-0.2349204928674698,-0.24886912380893828,0.619612819211719,-0.3479879712695824,-0.6168120688395636,0.694967447681621,-0.3521443622750554,-0.665146127905375,0.732179935747245,-0.38019190317302554,-0.712613491067598,0.6928101173254072,-0.31049379607284583,-0.6585320563887185,0.7101063364785483,-0.3297558790764704,-0.6558204151863308,-0.029553611656103353,-0.30775275708029387,-0.019278481500294504,-0.27806465221316745,1.1029853875830515,-1.1022062849137686,1.0774164763795178,-1.0500386061306757,1.2392696045037448,-1.1512415312311381,0.9976481524785918
4.0,-1.0729256298727363,0.333419516585426,-0.740771190616911,-0.504509187896131,1.2132762399593562,0.0560995592635653,1.1824125975513033,1.243812057830933,0.5887334337114288,-0.8700272229667664,0.09271755930417225,1.015406686457723,1.6126436576195138,-0.2349204928674698,-0.24886912380893828,-0.34926183274596917,-0.6998357157686811,-0.27457868943899877,-0.3581451236212369,-0.7126245138287152,-0.2633109787418292,-0.39192584872906056,-0.7053321638780108,-0.25296903769514767,-0.3625652592754027,-0.6872942947656666,-0.24698881140376666,-0.3636980278506126,-0.6763217891221485,-0.2553034325808437,0.9058061181267462,-0.860405948785938,0.8773272202755913,-0.8119388565367507,0.021000861900167544,-0.5672440305589886,0.5350775171236131,-0.6476991642625707,0.914663062944132,-0.7395506694392538,0.5613260509218501
2.0,-0.2662625645612174,0.333419516585426,0.5089533827297363,0.3669968056507513,1.2132762399593562,1.5787513192121978,0.3571791461129991,0.670605901131557,0.03909557958239964,1.362039550965863,0.801191698072466,0.23951333563336696,-0.6649640295371337,-0.2349204928674698,-0.24886912380893828,-0.717594345060462,0.7322463320171243,1.126676869551092,-0.7519176502823055,0.8518593439141685,1.1525669880167821,-0.7666277768878291,0.8842424440130277,1.4255078987772831,-0.7499815367617758,0.8670077623422188,1.0464328156917964,-0.7429565905711246,0.8254638210757894,1.2582781877305904,-0.6531267648446701,0.3677122550043825,-0.6543741869248806,0.3225438276508644,-1.3314797952034374,0.7166653798924889,-0.4411326095370195,0.8610737427428297,-0.8165718253738155,0.7013673468323415,-0.420398677580819
1.0,0.5404005007503017,-0.8289554918023397,1.7586779560763837,1.41280399790701,0.06115033657362658,0.8174254392378815,-0.055437579606153,-0.18920333391750685,0.5887334337114288,1.362039550965863,0.09271755930417225,-1.312273366015345,0.0942385328484154,-0.2349204928674698,-0.24886912380893828,-0.2932112330459376,-0.5702075993742763,-0.3563344411846892,-0.2940426192810629,-0.5900612623004706,-0.36022416177539024,-0.29825036668936855,-0.6330787726102363,-0.3562599260934511,-0.3135815920070107,-0.5594512684234596,-0.35100523596040284,-0.3180042251132015,-0.5222924957685137,-0.3484469169077012,0.07437524720865779,-0.3691586672698104,0.13015580212902006,-0.36704368626709816,0.021000861900167544,0.7166653798924889,-0.4411326095370195,0.5593191613417513,-0.4919652838142003,0.39259920048842595,-0.7476402537483754
